,tune,chords
746,746,"[('1', 'Cm6'), ('1', 'Ebdim7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Fm7b5'), ('1', 'Bb7b9'), ('1', 'Fm7b5'), ('2', 'Bb7b9'), ('2', 'Bb7b9'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('2', 'Ebm7'), ('2', 'Ab7b9'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Cm6'), ('1', 'Ebdim7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Fm7b5'), ('1', 'Bb7b9'), ('1', 'Fm7b5'), ('2', 'Bb7b9'), ('2', 'Bb7b9'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('2', 'Ebm7'), ('2', 'Ab7b9'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Ebm7'), ('2', 'Fm7b5'), ('2', 'Bb7b13'), ('1', 'Ebm7'), ('1', 'Ab7'), ('1', 'Dbm7'), ('2', 'Ebm7b5'), ('2', 'Ab7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Cm6'), ('1', 'Ebdim7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Fm7b5'), ('1', 'Bb7b9'), ('1', 'Fm7b5'), ('2', 'Bb7b9'), ('2', 'Bb7b9'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('2', 'Ebm7'), ('2', 'Ab7b9'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Cm6'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gm7')]"
747,747,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'E7b13'), ('2', 'Am7'), ('4', 'Gm7'), ('4', 'Dbm7'), ('2', 'Fm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'E7b13'), ('2', 'Am7'), ('4', 'Gm7'), ('4', 'Dbm7'), ('2', 'Fm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'E7b13'), ('2', 'Am7'), ('4', 'Gm7'), ('4', 'Dbm7'), ('2', 'Fm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ab7'), ('2', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Dbm6'), ('4', 'Dm7'), ('4', 'Abm7')]"
748,748,"[('2', 'D7'), ('2', 'Em13'), ('1', 'D7'), ('1', 'Dm9'), ('1', 'G7'), ('2', 'B/C'), ('2', 'C'), ('2', 'B/C'), ('2', 'C'), ('1', 'Cmaj9'), ('1', 'Cmaj9'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'F6'), ('1', 'Bb9'), ('1', 'Cmaj7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G9'), ('4', 'G9'), ('4', 'F9'), ('4', 'E7'), ('4', 'Em7'), ('2', 'D7'), ('2', 'Em13'), ('1', 'D7'), ('1', 'Dm9'), ('1', 'G7'), ('2', 'B/C'), ('2', 'C'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'A7/E'), ('1', 'Dm7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'E7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Am13'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
749,749,"[('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Cm7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Gm7'), ('2', 'Em7b5'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('2', 'Em7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Em7/Bb'), ('2', 'Am7b5'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Cm7')]"
750,750,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('4', 'Bm7'), ('4', 'E7'), ('4', 'Bbm7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('4', 'Bm7'), ('4', 'E7'), ('4', 'Bbm7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7b9'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dmaj7'), ('1', 'Dmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('4', 'Bm7'), ('4', 'E7'), ('4', 'Bbm7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Cmaj7'), ('2', 'A7#5'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'D7'), ('2', 'G7')]"
751,751,"[('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('2', 'Bbm7b13'), ('2', 'Ebm7'), ('2', 'Abm7b13'), ('2', 'Dbm7'), ('2', 'Dbmaj7'), ('4', 'Ebm7'), ('4', 'Dbmaj7'), ('1', 'Dbm6'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('2', 'Bbm7b13'), ('2', 'Ebm7'), ('2', 'Abm7b13'), ('2', 'Dbm7'), ('2', 'Dbmaj7'), ('4', 'Ebm7'), ('4', 'Dbmaj7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7#5'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Ab7b9'), ('1', 'Dbmaj7'), ('2', 'Gm7b5'), ('2', 'C7#5'), ('1', 'Dbmaj7'), ('2', 'Abm7#11'), ('2', 'Gb7#11'), ('2', 'Fmaj7'), ('2', 'Abm7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('1', 'Bb7#11'), ('2', 'Bbm7b13'), ('2', 'Ebm7'), ('2', 'Abm7b13'), ('2', 'Dbm7'), ('2', 'Dbmaj7'), ('4', 'Ebm7'), ('4', 'Dbmaj7'), ('1', 'Dbm6')]"
752,752,"[('2', 'Cmaj7'), ('2', 'A7#5'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'G7sus'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'G7#11'), ('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C7'), ('2', 'G7#11'), ('2', 'G7#11'), ('2', 'G7#11'), ('2', 'G7#11'), ('1', 'Cmaj7#11'), ('1', 'Fm7'), ('1', 'Emaj7#11'), ('1', 'Ebm7'), ('1', 'Dmaj7#11'), ('1', 'Dbmaj7'), ('2', 'Gb7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7#11'), ('2', 'Cmaj7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C7'), ('2', 'G7#11'), ('2', 'G7#11'), ('2', 'G7#11'), ('2', 'G7#11'), ('2', 'Cmaj7#11'), ('2', 'G7#5')]"
753,753,"[('1', 'C6'), ('1', 'G7#5'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7b9'), ('1', 'Dm11'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'DmM7'), ('2', 'Dm7'), ('2', 'DmM7'), ('2', 'DmM7'), ('2', 'Dm9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'G7sus'), ('1', 'G7'), ('1', 'C6'), ('1', 'G7#5'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'G7#5'), ('1', 'Em7b5'), ('2', 'A7'), ('2', 'Em9'), ('2', 'Dm7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bm9#11'), ('1', 'Am7'), ('1', 'D9'), ('1', 'Dm7'), ('1', 'G13'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
754,754,"[('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'E7#9'), ('1', 'E7#9'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7#9'), ('1', 'D7#9'), ('1', 'G7'), ('1', 'G7'), ('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm7'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dbm6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dbm6'), ('2', 'G7'), ('1', 'Dbm6')]"
755,755,"[('1', 'Dm/C'), ('1', 'Cmaj7'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('1', 'E7b9'), ('2', 'A7b9'), ('2', 'Dm7'), ('1', 'Dm7'), ('2', 'Edim7'), ('2', 'Em7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm/C'), ('1', 'Cmaj7'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('1', 'E7b9'), ('2', 'A7b9'), ('2', 'Dm7'), ('1', 'Dm7'), ('2', 'Edim7'), ('2', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Bm7#11'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'C6')]"
756,756,"[('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'F7'), ('4', 'G7'), ('2', 'C6'), ('2', 'C7'), ('1', 'A7'), ('1', 'Dm7'), ('2', 'Am7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'F7'), ('4', 'G7'), ('2', 'C6'), ('2', 'C7'), ('1', 'A7'), ('1', 'Dm7'), ('2', 'Am7b5'), ('2', 'G7'), ('1', 'F6'), ('1', 'F6'), ('2', 'Cmaj7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'F7'), ('2', 'Em7'), ('2', 'D7'), ('2', 'G7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'F7'), ('4', 'G7'), ('2', 'C6'), ('2', 'C7'), ('1', 'A7'), ('1', 'Dm7'), ('2', 'Am7b5'), ('2', 'G7'), ('2', 'C6'), ('4', 'Dm7'), ('4', 'G7')]"
757,757,"[('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7/E'), ('2', 'F6'), ('2', 'Fm6'), ('2', 'C6/E'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7/E'), ('2', 'F6'), ('2', 'Fm6'), ('2', 'C6/E'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Am'), ('1', 'F7'), ('1', 'D7'), ('1', 'A7'), ('2', 'G6'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'G6'), ('2', 'A7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7/E'), ('2', 'F6'), ('2', 'Fm6'), ('2', 'C6/E'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
758,758,"[('1', 'C'), ('1', 'C'), ('1', 'Dbmaj7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C'), ('1', 'C'), ('1', 'Dbmaj7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'G7sus'), ('1', 'G7'), ('1', 'Gbm7b5'), ('1', 'Gb7b5'), ('2', 'Fmaj7'), ('2', 'E/F'), ('2', 'Dm7'), ('2', 'Ebdim'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'E/C'), ('1', 'Fm7'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'G7sus'), ('1', 'G7'), ('1', 'Gbm7b5'), ('1', 'Gb7b5'), ('2', 'Fmaj7'), ('2', 'E/F'), ('2', 'Dm7'), ('2', 'Ebdim'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'E/C'), ('1', 'Fm7'), ('2', 'Em'), ('2', 'Em/D'), ('1', 'Cm7'), ('1', 'D7#9'), ('1', 'G7b9'), ('2', 'Abmaj7'), ('2', 'Am'), ('2', 'Am'), ('2', 'D7b9'), ('1', 'Gm7'), ('1', 'C7b9#11'), ('2', 'Dm/C'), ('2', 'Dm/C'), ('2', 'Bbm7'), ('2', 'Bbm7'), ('1', 'G7b9b13'), ('1', 'Am7'), ('1', 'Bm'), ('1', 'F'), ('1', 'G7sus'), ('1', 'G7'), ('1', 'C'), ('1', 'C'), ('1', 'Dbmaj7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'G7sus'), ('1', 'G7'), ('1', 'Gbm7b5'), ('1', 'Gb7b5'), ('2', 'Fmaj7'), ('2', 'E/F'), ('2', 'Dm7'), ('2', 'Ebdim'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'E/C'), ('1', 'Fm7'), ('1', 'C'), ('1', 'C'), ('1', 'Dbmaj7'), ('2', 'Dm7'), ('2', 'G7sus')]"
759,759,"[('1', 'Am9'), ('1', 'D7b9'), ('1', 'G6'), ('1', 'G6'), ('1', 'Gm9'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('2', 'Bm7sus'), ('2', 'Bm7b9'), ('1', 'Ebmaj7'), ('1', 'Cm7'), ('2', 'Am7b5'), ('2', 'D7b5'), ('2', 'D7b5'), ('2', 'D7'), ('1', 'Gmaj7'), ('1', 'E7b13'), ('1', 'Am9'), ('1', 'D7b9'), ('1', 'G6'), ('1', 'G6'), ('1', 'Gm9'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Am7'), ('1', 'D7'), ('1', 'D7b9'), ('1', 'G7'), ('1', 'C6'), ('2', 'Bm7b5'), ('2', 'E7b9')]"
760,760,"[('1', 'Dm7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('1', 'Dm7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('1', 'Dbmaj7'), ('1', 'Dbm7'), ('1', 'Bmaj7'), ('1', 'Bm7'), ('1', 'Bbm7'), ('2', 'Bm7'), ('2', 'E7'), ('1', 'Bbm7'), ('2', 'Bm7'), ('2', 'E7'), ('1', 'Amaj7'), ('1', 'Db7b9'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Dbm7b5'), ('2', 'Gb7b9'), ('2', 'Bm7'), ('2', 'Bm7/A'), ('1', 'Abm7b5'), ('1', 'Db7b9'), ('1', 'Am7'), ('1', 'Ebm7'), ('1', 'Dm7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('1', 'Dm7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('1', 'Em7b5'), ('1', 'A7b13'), ('1', 'EbmM7b5'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Ab7')]"
761,761,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'C7/E'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'C7/E'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'C7/E'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'A7')]"
762,762,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gm7'), ('1', 'Gm7'), ('1', 'C7sus'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('2', 'Bm7'), ('2', 'A7'), ('2', 'Am7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]"
763,763,"[('1', 'Cmaj7'), ('1', 'Adim7'), ('1', 'Gm7'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'E13'), ('2', 'E7b13'), ('2', 'A9'), ('2', 'A7b9'), ('1', 'D9'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Cm7'), ('2', 'F7'), ('1', 'Cmaj7'), ('1', 'Adim7'), ('1', 'Gm7'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'E13'), ('2', 'E7b13'), ('2', 'A9'), ('2', 'A7b9'), ('1', 'D9'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Cm7'), ('2', 'F7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7/G'), ('1', 'Ebmaj7/G'), ('1', 'Ebm7'), ('1', 'Am7'), ('1', 'Dbmaj7/F'), ('1', 'G7b9'), ('1', 'Cmaj7'), ('1', 'Adim7'), ('1', 'Gm7'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'E13'), ('2', 'E7b13'), ('2', 'A9'), ('2', 'A7b9'), ('1', 'D9'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Cm7'), ('2', 'F7')]"
764,764,"[('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Em6'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Em6'), ('2', 'Am7'), ('2', 'D7'), ('1', 'G6'), ('2', 'Am7'), ('2', 'D7'), ('2', 'G6'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6')]"
765,765,"[('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('4', 'Cmaj7'), ('4', 'Cmaj7/G'), ('4', 'Gbm7b5'), ('4', 'Fm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('4', 'Cmaj7'), ('4', 'Cmaj7/G'), ('4', 'Gbm7b5'), ('4', 'Fm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7sus'), ('2', 'Abmaj7'), ('2', 'Em7b9'), ('2', 'Abmaj7'), ('2', 'Em7b9'), ('2', 'Abmaj7'), ('2', 'Em7b9'), ('2', 'Abmaj7'), ('2', 'Em7b9'), ('2', 'Abmaj7'), ('2', 'G7b13'), ('4', 'Cmaj7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'A7'), ('1', 'Am7#11'), ('2', 'Dm7'), ('2', 'G13'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('4', 'Cmaj7'), ('4', 'Cmaj7/G'), ('4', 'Gbm7b5'), ('4', 'Fm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'G7sus')]"
766,766,"[('1', 'Dbm6'), ('1', 'Dm7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dbm6'), ('2', 'Abm7#5'), ('1', 'Dbm6'), ('1', 'Dm7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Abm7#5'), ('1', 'Dbm6'), ('1', 'Dm7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('2', 'Dbm6'), ('2', 'Abm7#5'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Dbm7'), ('1', 'Dbm7'), ('1', 'Gbm'), ('1', 'Gbm'), ('1', 'D7'), ('1', 'D7'), ('1', 'Abm7'), ('2', 'Abm7'), ('2', 'Abm7#5'), ('1', 'Dbm6'), ('1', 'Dbdim7'), ('1', 'Abm7/D'), ('1', 'Dbdim7'), ('1', 'Abm7'), ('1', 'Dbdim7'), ('1', 'Abm7'), ('2', 'Abm7'), ('2', 'Abm7#5'), ('1', 'Dbm6'), ('1', 'Dm7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
