,tune,chords
267,267,"[('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Am7'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'F7#11'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Am7'), ('1', 'G7b9'), ('2', 'Cm'), ('2', 'A7'), ('2', 'Am7#11'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Cm')]"
268,268,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Abmaj7'), ('2', 'Fm7'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('1', 'Abmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'G7'), ('4', 'Em7'), ('4', 'Ebm7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'G7')]"
269,269,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'E7b9'), ('1', 'A7'), ('1', 'A7b9'), ('1', 'D7b9'), ('1', 'D7b9'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('1', 'B7#9'), ('1', 'Emaj7'), ('1', 'Gbdim7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Gbdim7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Gmaj7'), ('1', 'Abdim7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Bbm6'), ('1', 'D7'), ('1', 'G7b9'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('1', 'G7')]"
270,270,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am'), ('2', 'D7'), ('2', 'B7'), ('1', 'Emaj7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7')]"
271,271,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Bbm7b5'), ('1', 'Eb7b9'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Db7'), ('1', 'Db7'), ('1', 'Gb7'), ('1', 'Gb7'), ('1', 'B7'), ('1', 'B7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
272,272,"[('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'A7b13'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'C7'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'Dm'), ('1', 'Dmb6'), ('1', 'Dm6'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bb7'), ('1', 'Bb7'), ('1', 'Em7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7')]"
273,273,"[('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cm7'), ('1', 'F7'), ('1', 'Bbmaj7'), ('1', 'Bbmaj7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Dm7b5'), ('1', 'G7'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
274,274,"[('2', 'Dbm6'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Cmaj7'), ('2', 'Dm9'), ('2', 'Abm13'), ('2', 'Dbm6'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am'), ('2', 'Cm'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Am'), ('2', 'E7'), ('2', 'Am9'), ('2', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'Dm11'), ('1', 'Abm9sus'), ('1', 'Dm11'), ('1', 'Abm9sus'), ('1', 'Dm'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em7'), ('2', 'Ebdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]"
275,275,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7'), ('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11'), ('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7'), ('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('2', 'Bbm7b5'), ('2', 'Eb7b9'), ('2', 'Abm7'), ('2', 'Abm7'), ('1', 'Fm7'), ('1', 'Eb7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7'), ('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11'), ('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7'), ('1', 'G7'), ('1', 'Cm7'), ('1', 'Abm6'), ('1', 'Ebmaj7'), ('1', 'G7b9')]"
276,276,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A9'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'C6'), ('1', 'G13'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G13'), ('2', 'C13'), ('2', 'C13'), ('2', 'Gm7'), ('2', 'C9'), ('2', 'F6'), ('2', 'F6'), ('2', 'F6'), ('2', 'F6'), ('1', 'Fmaj7'), ('1', 'Bm9'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G13')]"
277,277,"[('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11'), ('2', 'Cm7'), ('2', 'Dbm6'), ('2', 'Ebm7'), ('4', 'Dm7'), ('4', 'Abm7'), ('4', 'Dbm'), ('4', 'Dm'), ('4', 'Em'), ('4', 'Gbm'), ('2', 'Abm7sus'), ('2', 'Abm7'), ('4', 'Am7'), ('4', 'Em7'), ('4', 'Dm7'), ('4', 'Abm7'), ('4', 'Cm'), ('4', 'Dbm6'), ('2', 'Gbmmaj7'), ('4', 'Gbmaj7'), ('4', 'Abmmaj7'), ('4', 'Abm7'), ('4', 'Bm'), ('4', 'B'), ('4', 'Dbm'), ('4', 'Db'), ('4', 'Ebm'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11'), ('2', 'Cm7'), ('2', 'Dbm6'), ('2', 'Ebm7'), ('4', 'Dm7'), ('4', 'Abm7'), ('4', 'Dbm'), ('4', 'Dm'), ('4', 'Em'), ('4', 'Gbm'), ('2', 'Abm7sus'), ('2', 'Abm7'), ('4', 'Am7'), ('4', 'Em7'), ('4', 'Dm7'), ('4', 'Abm7'), ('4', 'Cm'), ('4', 'Dbm6'), ('2', 'Gbmmaj7'), ('4', 'Gbmaj7'), ('4', 'Abmmaj7'), ('4', 'Abm7'), ('4', 'Bm'), ('4', 'B'), ('4', 'Dbm'), ('4', 'Db'), ('4', 'Ebm'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('2', 'Cm6'), ('2', 'Dbm6'), ('2', 'Db'), ('2', 'Ebm'), ('2', 'Eb'), ('2', 'E7')]"
278,278,"[('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G9'), ('1', 'C6'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'C6'), ('1', 'C6'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G9'), ('1', 'C6'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'C6'), ('1', 'C6'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'G13'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G9'), ('1', 'C6'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'C6'), ('1', 'C6')]"
279,279,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Gbm7'), ('1', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Gbm7'), ('1', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Ebmaj7'), ('1', 'Edim7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Gbm7'), ('1', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
280,280,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Gbdim7'), ('1', 'Gbdim7'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Gbdim7'), ('1', 'Gbdim7'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Bbm6'), ('1', 'Bbm6'), ('1', 'Edim7'), ('1', 'Edim7'), ('1', 'Adim7'), ('1', 'Adim7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Bbm6'), ('1', 'Bbm6'), ('1', 'Edim7'), ('1', 'Edim7'), ('1', 'Adim7'), ('1', 'Dm7b5'), ('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Gbdim7'), ('1', 'Gbdim7'), ('1', 'Gm7b5'), ('1', 'C7b9')]"
281,281,"[('1', 'C'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'C'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'Dm7'), ('1', 'DmM7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('1', 'Em7'), ('1', 'B7'), ('1', 'B7'), ('2', 'Em7'), ('2', 'D7'), ('2', 'Gmaj7'), ('2', 'Adim'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'G7'), ('1', 'C'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'C'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'Dm7'), ('1', 'DmM7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'G7')]"
282,282,"[('2', 'Dm7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7#5'), ('1', 'Fmaj7'), ('1', 'Dm7/G'), ('2', 'Dm7/G'), ('2', 'G7sus'), ('1', 'Cmaj7#11'), ('2', 'Dm7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7#5'), ('1', 'Fmaj7'), ('1', 'Dm7/G'), ('2', 'Dm7/G'), ('2', 'G7sus'), ('1', 'Cmaj7#11'), ('2', 'Gm7'), ('2', 'C7#5'), ('2', 'Gm7'), ('2', 'Gb7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7#5'), ('2', 'Fm7'), ('2', 'E7'), ('2', 'Ebmaj7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7#5'), ('1', 'Fmaj7'), ('1', 'Dm7/G'), ('2', 'Dm7/G'), ('2', 'G7sus'), ('1', 'Cmaj7#11')]"
283,283,"[('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'D7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'D7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Bb9sus'), ('2', 'Bb9'), ('2', 'Ebmaj7'), ('2', 'G7b13'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Gmaj7'), ('1', 'G7b9'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C7'), ('2', 'F7'), ('2', 'Bb7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'D7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm6'), ('1', 'Cm6')]"
284,284,"[('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dmaj7'), ('1', 'Dmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dmaj7'), ('1', 'Dmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7')]"
285,285,"[('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7')]"
286,286,"[('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Fm6'), ('1', 'Fm6'), ('2', 'Fm6'), ('2', 'C7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('2', 'Cm6'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'G7b9'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Fm6'), ('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm6'), ('2', 'C7b9'), ('1', 'Fm6'), ('1', 'Cm6'), ('2', 'D7'), ('2', 'Am7b9'), ('1', 'G7b9'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Fm6'), ('1', 'Fm6'), ('2', 'Fm6'), ('2', 'C7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('2', 'Cm6'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'G7b9'), ('1', 'Cm6'), ('1', 'Cm6')]"
